Time(s)	s(a)_(kPa)	s(r)_(kPa)	s'(a)(kPa)	s'(r)(kPa)	Pore_(kPa)	p____(kPa)	q____(kPa)	p'___(kPa)	e(a)_(%)_	e(r)_(%)_	e(v)_(%)_	eLDT1(%)_	eLDT2(%)_	AvLDT(%)_	ClipGauge(%)	(s'a-s'r)/2	Nc	DA	
259.080	307.544854	307.148150	106.449817	106.053113	201.095037	307.280385	0.396704	106.185348	0.600719	0.431219	1.463157	0.001705	-0.001551	0.000077	0.005245	0.198352	-0.500000	5.289188	
260.070	307.785133	307.222325	106.600274	106.037467	201.184859	307.409928	0.562807	106.225069	0.601872	0.430839	1.463550	0.001354	-0.001376	-0.000011	0.003608	0.281404	-0.500000	5.289188	
261.070	307.804609	307.214434	106.658933	106.068759	201.145675	307.411159	0.590174	106.265484	0.601411	0.431528	1.464466	0.001576	-0.001472	0.000052	0.003850	0.295087	-0.500000	5.289188	
262.080	307.585890	307.189183	106.458760	106.062053	201.127130	307.321419	0.396707	106.194289	0.601872	0.431592	1.465056	0.002055	-0.001568	0.000244	0.005730	0.198354	-0.500000	5.289188	
263.080	307.707437	307.187605	106.559534	106.039702	201.147903	307.360882	0.519832	106.212979	0.601718	0.432421	1.466561	0.001798	-0.001489	0.000155	0.005669	0.259916	-0.500000	5.289188	
264.081	307.802374	307.182870	106.663676	106.044172	201.138698	307.389372	0.619504	106.250673	0.601257	0.432815	1.466888	0.001062	-0.001351	-0.000144	0.005851	0.309752	-0.500000	5.289188	
265.081	307.738777	307.154463	106.644133	106.059818	201.094645	307.349234	0.584314	106.254590	0.602564	0.431769	1.466103	0.001494	-0.001489	0.000003	0.004457	0.292157	-0.500000	5.289188	
266.081	307.563578	307.143416	106.506803	106.086640	201.056775	307.283470	0.420163	106.226694	0.601949	0.432175	1.466299	0.002079	-0.001585	0.000247	0.006215	0.210081	-0.500000	5.289188	
267.081	307.663034	307.160776	106.541960	106.039702	201.121074	307.328195	0.502258	106.207121	0.601257	0.433895	1.469048	0.001272	-0.001477	-0.000102	0.006548	0.251129	-0.500000	5.289188	
268.082	307.886123	307.192340	106.717839	106.024056	201.168284	307.423601	0.693783	106.255317	0.601642	0.434063	1.469768	0.000922	-0.001376	-0.000227	0.005275	0.346892	-0.500000	5.289188	
269.082	307.762253	307.195496	106.617635	106.050878	201.144618	307.384415	0.566757	106.239797	0.601027	0.434502	1.470030	0.001623	-0.001541	0.000041	0.003850	0.283379	-0.500000	5.289188	
270.070	307.594181	307.195496	106.532263	106.133578	201.061918	307.328391	0.398685	106.266473	0.602871	0.434528	1.471928	0.002032	-0.001625	0.000204	0.005730	0.199342	-0.500000	5.289188	
271.070	307.793236	307.204965	106.681617	106.093346	201.111620	307.401055	0.588271	106.289436	0.601872	0.435846	1.473565	0.001226	-0.001395	-0.000085	0.004275	0.294135	-0.500000	5.289188	
272.069	307.855476	307.214434	106.720977	106.079935	201.134500	307.428115	0.641042	106.293615	0.601565	0.436065	1.473696	0.001074	-0.001405	-0.000166	0.004699	0.320521	-0.500000	5.289188	
273.070	307.754366	307.187605	106.648931	106.082170	201.105435	307.376525	0.566761	106.271090	0.602871	0.434823	1.472517	0.001868	-0.001519	0.000175	0.005002	0.283380	-0.500000	5.289188	
274.074	307.680260	307.162354	106.640309	106.122403	201.039951	307.334989	0.517906	106.295038	0.602795	0.435221	1.473237	0.001857	-0.001597	0.000130	0.004911	0.258953	-0.500000	5.289188	
275.083	307.918869	307.219169	106.795281	106.095581	201.123588	307.452402	0.699700	106.328814	0.600873	0.437950	1.476772	0.001308	-0.001381	-0.000037	0.006033	0.349850	-0.500000	5.289188	
276.083	307.939012	307.241264	106.764272	106.066524	201.174740	307.473846	0.697748	106.299107	0.601718	0.438116	1.477950	0.001051	-0.001321	-0.000135	0.004093	0.348874	-0.500000	5.289188	
277.083	307.706428	307.200231	106.592837	106.086640	201.113590	307.368963	0.506197	106.255373	0.602103	0.436909	1.475921	0.001868	-0.001595	0.000137	0.003577	0.253099	-0.500000	5.289188	
278.084	307.713801	307.193918	106.666872	106.146989	201.046928	307.367212	0.519883	106.320284	0.602948	0.437337	1.477623	0.001810	-0.001617	0.000096	0.003790	0.259941	-0.500000	5.289188	
279.084	307.938953	307.233373	106.794456	106.088875	201.144497	307.468566	0.705581	106.324069	0.600642	0.439145	1.478932	0.001424	-0.001400	0.000012	0.002577	0.352790	-0.500000	5.289188	
280.070	307.971956	307.250733	106.794452	106.073229	201.177504	307.491141	0.721223	106.313637	0.601795	0.439583	1.480962	0.001202	-0.001437	-0.000118	0.005063	0.360612	-0.500000	5.289188	
281.070	307.786200	307.201809	106.686678	106.102286	201.099522	307.396606	0.584392	106.297083	0.602641	0.438375	1.479391	0.002172	-0.001575	0.000298	0.005093	0.292196	-0.500000	5.289188	
282.071	307.815377	307.227060	106.666017	106.077700	201.149360	307.423166	0.588317	106.273805	0.601642	0.439791	1.481224	0.001681	-0.001514	0.000084	0.005033	0.294159	-0.500000	5.289188	
283.071	308.008433	307.261780	106.824352	106.077700	201.184081	307.510664	0.746652	106.326584	0.600719	0.440942	1.482602	0.001039	-0.001413	-0.000187	0.004911	0.373326	-0.500000	5.289188	
284.071	307.993022	307.244420	106.853124	106.104521	201.139899	307.493954	0.748602	106.354056	0.600489	0.440631	1.481750	0.001424	-0.001420	0.000002	0.004062	0.374301	-0.500000	5.289188	
285.071	307.777867	307.228638	106.662691	106.113462	201.115176	307.411714	0.549229	106.296538	0.602026	0.439993	1.482012	0.002079	-0.001610	0.000234	0.006245	0.274614	-0.500000	5.289188	
286.072	307.833283	307.217591	106.715743	106.100051	201.117540	307.422821	0.615692	106.305282	0.602333	0.440691	1.483716	0.001494	-0.001519	-0.000012	0.006154	0.307846	-0.500000	5.289188	
287.072	308.041980	307.252311	106.833841	106.044172	201.208139	307.515534	0.789669	106.307395	0.601795	0.441910	1.485616	0.001051	-0.001393	-0.000171	0.004881	0.394834	-0.500000	5.289188	
288.072	307.865623	307.204965	106.760709	106.100051	201.104914	307.425184	0.660658	106.320270	0.602718	0.441482	1.485681	0.001553	-0.001605	-0.000026	0.004911	0.330329	-0.500000	5.289188	
289.073	307.742412	307.197074	106.683387	106.138049	201.059025	307.378854	0.545338	106.319828	0.601104	0.441699	1.484502	0.002114	-0.001639	0.000237	0.004153	0.272669	-0.500000	5.289188	
290.070	307.970285	307.233373	106.863785	106.126873	201.106500	307.479010	0.736912	106.372510	0.600873	0.443157	1.487187	0.001272	-0.001450	-0.000089	0.004608	0.368456	-0.500000	5.289188	
291.070	308.075837	307.233373	106.897812	106.055348	201.178025	307.514194	0.842464	106.336169	0.601334	0.443123	1.487580	0.000957	-0.001381	-0.000212	0.004244	0.421232	-0.500000	5.289188	
292.074	307.905027	307.236529	106.779725	106.111227	201.125302	307.459362	0.668498	106.334060	0.601334	0.443123	1.487580	0.001308	-0.001506	-0.000099	0.005578	0.334249	-0.500000	5.289188	
293.074	307.824663	307.212856	106.738680	106.126873	201.085983	307.416792	0.611807	106.330809	0.602256	0.442662	1.487580	0.001927	-0.001593	0.000167	0.005124	0.305903	-0.500000	5.289188	
294.074	307.990449	307.255467	106.864090	106.129108	201.126359	307.500461	0.734981	106.374102	0.600873	0.444794	1.490460	0.001132	-0.001450	-0.000159	0.004851	0.367491	-0.500000	5.289188	
295.074	308.066985	307.245998	106.918803	106.097816	201.148182	307.519661	0.820987	106.371478	0.601642	0.444606	1.490853	0.001097	-0.001403	-0.000153	0.004487	0.410493	-0.500000	5.289188	
296.075	308.029472	307.247576	106.915474	106.133578	201.113998	307.508208	0.781896	106.394210	0.601795	0.444824	1.491442	0.001845	-0.001551	0.000147	0.003971	0.390948	-0.500000	5.289188	
297.075	307.883169	307.279140	106.737607	106.133578	201.145562	307.480483	0.604029	106.334921	0.601027	0.445994	1.493014	0.002184	-0.001637	0.000274	0.004002	0.302014	-0.500000	5.289188	
298.075	308.010774	307.252311	106.862985	106.104521	201.147790	307.505132	0.758463	106.357342	0.601411	0.446423	1.494258	0.001331	-0.001349	-0.000009	0.003790	0.379232	-0.500000	5.289188	
299.076	308.094837	307.252311	106.926931	106.084405	201.167906	307.533153	0.842526	106.365247	0.600873	0.446791	1.494454	0.001389	-0.001383	0.000003	0.002456	0.421263	-0.500000	5.289188	
300.070	307.937929	307.238107	106.815519	106.115697	201.122410	307.471381	0.699822	106.348971	0.601334	0.446625	1.494585	0.002172	-0.001647	0.000263	0.004578	0.349911	-0.500000	5.289188	
301.070	307.977096	307.245998	106.891499	106.160400	201.085598	307.489698	0.731098	106.404100	0.602333	0.446584	1.495502	0.001892	-0.001590	0.000151	0.004214	0.365549	-0.500000	5.289188	
302.077	308.093345	307.258624	106.937007	106.102286	201.156337	307.536864	0.834721	106.380527	0.600642	0.447659	1.495960	0.001179	-0.001363	-0.000092	0.006245	0.417360	-0.500000	5.289188	
303.077	308.208755	307.266515	107.078054	106.135814	201.130701	307.580595	0.942240	106.449894	0.600335	0.447780	1.495894	0.001144	-0.001450	-0.000153	0.005700	0.471120	-0.500000	5.289188	
304.077	307.958163	307.227060	106.884798	106.153695	201.073365	307.470761	0.731103	106.397396	0.602026	0.446902	1.495829	0.001903	-0.001620	0.000142	0.003971	0.365551	-0.500000	5.289188	
305.078	307.856147	307.228638	106.805791	106.178282	201.050356	307.437808	0.627509	106.387451	0.601565	0.447852	1.497269	0.002044	-0.001524	0.000260	0.006154	0.313755	-0.500000	5.289188	
306.078	308.272025	307.255467	107.172488	106.155930	201.099537	307.594320	1.016558	106.494783	0.600565	0.449432	1.499430	0.001237	-0.001383	-0.000073	0.005730	0.508279	-0.500000	5.289188	
307.078	308.024416	307.244420	106.940396	106.160400	201.084020	307.504419	0.779996	106.420399	0.602256	0.448325	1.498906	0.001448	-0.001415	0.000016	0.006670	0.389998	-0.500000	5.289188	
308.079	307.965262	307.230216	106.906622	106.171576	201.058640	307.475232	0.735046	106.416591	0.601565	0.449162	1.499888	0.002114	-0.001681	0.000216	0.006306	0.367523	-0.500000	5.289188	
309.079	308.028571	307.227060	106.977557	106.176046	201.051013	307.494230	0.801511	106.443217	0.603102	0.449048	1.501198	0.001518	-0.001494	0.000012	0.004942	0.400755	-0.500000	5.289188	
310.069	308.151079	307.238107	107.064432	106.151460	201.086647	307.542431	0.912972	106.455784	0.601795	0.450782	1.503359	0.000875	-0.001400	-0.000262	0.005609	0.456486	-0.500000	5.289188	
311.070	308.091969	307.272828	106.997423	106.178282	201.094546	307.545875	0.819142	106.451329	0.600950	0.451303	1.503555	0.001763	-0.001511	0.000126	0.005669	0.409571	-0.500000	5.289188	
312.080	307.939799	307.222325	106.864463	106.146989	201.075336	307.461483	0.717474	106.386147	0.602026	0.450699	1.503424	0.002009	-0.001615	0.000197	0.003668	0.358737	-0.500000	5.289188	
313.080	308.061238	307.245998	106.984580	106.169341	201.076657	307.517745	0.815239	106.441087	0.601334	0.451765	1.504865	0.001471	-0.001477	-0.000003	0.003850	0.407620	-0.500000	5.289188	
314.072	308.184102	307.255467	107.077859	106.149225	201.106243	307.565012	0.928634	106.458769	0.601257	0.452000	1.505257	0.000910	-0.001398	-0.000244	0.004244	0.464317	-0.500000	5.289188	
315.073	308.005994	307.231794	106.970363	106.196163	201.035632	307.489861	0.774200	106.454229	0.602026	0.452762	1.507549	0.001646	-0.001585	0.000031	0.004517	0.387100	-0.500000	5.289188	
316.073	307.942172	307.220747	106.893001	106.171576	201.049171	307.461222	0.721425	106.412051	0.601949	0.453586	1.509121	0.002009	-0.001652	0.000178	0.006639	0.360713	-0.500000	5.289188	
317.081	308.140437	307.266515	107.043264	106.169341	201.097174	307.557822	0.873923	106.460649	0.601642	0.453641	1.508924	0.001237	-0.001457	-0.000110	0.004942	0.436961	-0.500000	5.289188	
318.081	308.198835	307.234951	107.119814	106.155930	201.079021	307.556245	0.963884	106.477225	0.600104	0.455065	1.510234	0.000840	-0.001432	-0.000296	0.003911	0.481942	-0.500000	5.289188	
319.081	308.064506	307.257046	107.008094	106.200633	201.056412	307.526199	0.807460	106.469787	0.602410	0.454305	1.511020	0.001763	-0.001570	0.000096	0.004517	0.403730	-0.500000	5.289188	
320.069	307.970735	307.264937	106.935489	106.229690	201.035246	307.500203	0.705798	106.464956	0.601488	0.454570	1.510627	0.001892	-0.001573	0.000159	0.006124	0.352899	-0.500000	5.289188	
321.069	308.161429	307.293344	107.057542	106.189457	201.103887	307.582706	0.868085	106.478819	0.600719	0.455216	1.511151	0.001121	-0.001400	-0.000140	0.003062	0.434042	-0.500000	5.289188	
322.081	308.215189	307.313861	107.081846	106.180517	201.133344	307.614304	0.901329	106.480960	0.600950	0.455592	1.512133	0.001074	-0.001423	-0.000174	0.004305	0.450664	-0.500000	5.289188	
323.083	308.019016	307.283875	106.915657	106.180517	201.103358	307.528922	0.735141	106.425564	0.601411	0.455623	1.512657	0.001997	-0.001585	0.000206	0.003820	0.367570	-0.500000	5.289188	
324.083	308.032183	307.269671	106.992202	106.229690	201.039981	307.523842	0.762512	106.483861	0.601718	0.455535	1.512788	0.002009	-0.001617	0.000196	0.005548	0.381256	-0.500000	5.289188	
325.083	307.468109	307.290188	106.362908	106.184987	201.105201	307.349495	0.177921	106.244294	0.601334	0.456054	1.513443	0.001226	-0.001423	-0.000098	0.004396	0.088961	-0.500000	5.289188	
326.083	307.394637	307.294922	106.280231	106.180517	201.114405	307.328160	0.099715	106.213755	0.600873	0.456318	1.513508	0.001308	-0.001467	-0.000080	0.002759	0.049857	-0.500000	5.289188	
327.084	307.102277	307.266515	106.065453	106.229690	201.036824	307.211769	-0.164237	106.174945	0.601718	0.456746	1.515211	0.002009	-0.001600	0.000204	0.004153	-0.082119	-0.500000	5.289188	
328.084	307.255467	307.255467	106.207339	106.207339	201.048129	307.255467	0.000000	106.207339	0.601027	0.457714	1.516455	0.001389	-0.001583	-0.000097	0.005457	0.000000	-0.500000	5.289188	
329.084	307.207237	307.285453	106.088890	106.167106	201.118347	307.259381	-0.078216	106.141034	0.594032	0.461768	1.517568	0.000969	-0.001403	-0.000217	0.004911	-0.039108	-0.500000	5.289188	
330.069	307.405656	307.257046	106.344774	106.196163	201.060883	307.306582	0.148611	106.245700	0.594186	0.461822	1.517830	0.001097	-0.001474	-0.000189	0.004184	0.074305	-0.500000	5.289188	
331.070	307.227645	307.249155	106.201475	106.222985	201.026170	307.241985	-0.021510	106.215815	0.594263	0.462275	1.518813	0.002102	-0.001659	0.000222	0.006397	-0.010755	-0.500000	5.289188	
332.070	307.366549	307.257046	106.319078	106.209574	201.047472	307.293547	0.109504	106.246075	0.594417	0.462394	1.519205	0.001226	-0.001514	-0.000144	0.004457	0.054752	-0.500000	5.289188	
333.070	307.581108	307.283875	106.484455	106.187222	201.096653	307.382953	0.297233	106.286300	0.593956	0.463804	1.521563	0.001097	-0.001344	-0.000123	0.004820	0.148617	-0.500000	5.289188	
334.070	307.463195	307.261780	106.397578	106.196163	201.065617	307.328919	0.201415	106.263301	0.593725	0.463952	1.521629	0.001635	-0.001541	0.000047	0.004881	0.100708	-0.500000	5.289188	
335.070	307.333447	307.272828	106.294781	106.234161	201.038667	307.293034	0.060620	106.254367	0.594801	0.463839	1.522480	0.002067	-0.001679	0.000194	0.005336	0.030310	-0.500000	5.289188	
336.071	307.483266	307.275984	106.421327	106.214044	201.061940	307.345078	0.207283	106.283138	0.593956	0.464164	1.522283	0.001413	-0.001462	-0.000025	0.003759	0.103641	-0.500000	5.289188	
337.071	307.635323	307.310704	106.511841	106.187222	201.123482	307.418910	0.324619	106.295428	0.593648	0.465136	1.523921	0.001086	-0.001410	-0.000162	0.003759	0.162309	-0.500000	5.289188	
338.071	307.471877	307.315439	106.334720	106.178282	201.137157	307.367585	0.156438	106.230428	0.595800	0.463798	1.523397	0.001728	-0.001563	0.000083	0.004820	0.078219	-0.500000	5.289188	
339.072	307.426320	307.293344	106.378312	106.245336	201.048008	307.337669	0.132975	106.289662	0.594494	0.464845	1.524183	0.002032	-0.001612	0.000210	0.004123	0.066488	-0.500000	5.289188	
340.084	307.585786	307.280718	106.487819	106.182752	201.097967	307.382408	0.305067	106.284441	0.593956	0.465834	1.525623	0.001343	-0.001474	-0.000066	0.004517	0.152534	-0.500000	5.289188	
341.073	307.542870	307.337533	106.399264	106.193928	201.143606	307.405979	0.205337	106.262373	0.593418	0.466529	1.526475	0.000992	-0.001450	-0.000229	0.003305	0.102668	-0.500000	5.289188	
342.073	307.501147	307.307548	106.441171	106.247572	201.059976	307.372081	0.193599	106.312105	0.595339	0.465568	1.526475	0.001962	-0.001632	0.000165	0.004517	0.096800	-0.500000	5.289188	
343.073	307.493430	307.274406	106.433068	106.214044	201.060362	307.347414	0.219024	106.287052	0.594801	0.466164	1.527130	0.001868	-0.001578	0.000145	0.006245	0.109512	-0.500000	5.289188	
344.074	307.662132	307.288609	106.574156	106.200633	201.087976	307.413117	0.373523	106.325141	0.593341	0.467255	1.527850	0.000922	-0.001457	-0.000268	0.005457	0.186761	-0.500000	5.289188	
345.074	307.725159	307.294922	106.601813	106.171576	201.123346	307.438334	0.430236	106.314988	0.594263	0.467350	1.528964	0.001191	-0.001455	-0.000132	0.004184	0.215118	-0.500000	5.289188	
346.074	307.613622	307.287031	106.562987	106.236396	201.050636	307.395895	0.326591	106.345259	0.594724	0.467709	1.530142	0.001880	-0.001580	0.000150	0.005245	0.163295	-0.500000	5.289188	
347.075	307.604225	307.285453	106.566343	106.247572	201.037882	307.391710	0.318772	106.353829	0.594186	0.468240	1.530666	0.001705	-0.001644	0.000030	0.005791	0.159386	-0.500000	5.289188	
348.075	307.727881	307.291766	106.638984	106.202868	201.088897	307.437138	0.436115	106.348240	0.594109	0.468737	1.531583	0.001074	-0.001408	-0.000167	0.004578	0.218058	-0.500000	5.289188	
349.075	307.654083	307.305970	106.568863	106.220750	201.085220	307.422007	0.348113	106.336787	0.594109	0.469228	1.532566	0.001237	-0.001484	-0.000123	0.005851	0.174057	-0.500000	5.289188	
350.069	307.527201	307.288609	106.488399	106.249807	201.038803	307.368140	0.238592	106.329337	0.595646	0.468689	1.533024	0.001927	-0.001612	0.000157	0.004275	0.119296	-0.500000	5.289188	
351.069	307.567694	307.266515	106.521929	106.220750	201.045765	307.366908	0.301180	106.321143	0.594494	0.469691	1.533876	0.001565	-0.001570	-0.000003	0.003274	0.150590	-0.500000	5.289188	
352.075	307.808491	307.339112	106.696835	106.227455	201.111657	307.495572	0.469380	106.383915	0.593571	0.470643	1.534858	0.001062	-0.001403	-0.000170	0.005942	0.234690	-0.500000	5.289188	
353.078	307.714512	307.282297	106.639554	106.207339	201.074958	307.426369	0.432216	106.351411	0.594724	0.470067	1.534858	0.001716	-0.001556	0.000080	0.005578	0.216108	-0.500000	5.289188	
354.078	307.542273	307.266515	106.505448	106.229690	201.036824	307.358434	0.275758	106.321610	0.594724	0.470133	1.534989	0.002172	-0.001657	0.000258	0.007246	0.137879	-0.500000	5.289188	
355.078	307.719768	307.301235	106.679515	106.260982	201.040253	307.440746	0.418533	106.400493	0.595108	0.470923	1.536954	0.001378	-0.001450	-0.000036	0.005912	0.209266	-0.500000	5.289188	
356.078	307.865598	307.337533	106.759990	106.231925	201.105608	307.513555	0.528065	106.407947	0.594032	0.471854	1.537740	0.001144	-0.001420	-0.000138	0.006245	0.264032	-0.500000	5.289188	
357.078	307.702235	307.309126	106.633975	106.240866	201.068260	307.440162	0.393109	106.371902	0.594724	0.471115	1.536954	0.001822	-0.001551	0.000135	0.005245	0.196555	-0.500000	5.289188	
358.078	307.641338	307.277562	106.635934	106.272158	201.005404	307.398821	0.363776	106.393417	0.594801	0.471535	1.537871	0.001693	-0.001622	0.000035	0.003699	0.181888	-0.500000	5.289188	
359.081	307.831024	307.318595	106.764470	106.252042	201.066553	307.489405	0.512429	106.422851	0.594186	0.472825	1.539836	0.001179	-0.001450	-0.000135	0.004305	0.256214	-0.500000	5.289188	
360.069	307.846756	307.326486	106.765606	106.245336	201.081150	307.499909	0.520269	106.418760	0.593033	0.474515	1.542063	0.000887	-0.001457	-0.000285	0.003971	0.260135	-0.500000	5.289188	
361.069	307.701498	307.312282	106.670315	106.281099	201.031183	307.442021	0.389216	106.410838	0.595493	0.473482	1.542456	0.001962	-0.001607	0.000177	0.004608	0.194608	-0.500000	5.289188	
362.079	307.733624	307.317017	106.706647	106.290040	201.026977	307.455886	0.416607	106.428909	0.594724	0.474587	1.543897	0.001681	-0.001647	0.000017	0.006003	0.208304	-0.500000	5.289188	
363.079	307.842845	307.326486	106.786282	106.269923	201.056563	307.498606	0.516359	106.442043	0.594724	0.474652	1.544028	0.001226	-0.001462	-0.000118	0.004699	0.258180	-0.500000	5.289188	
364.079	307.869176	307.339112	106.759755	106.229690	201.109421	307.515800	0.530065	106.406379	0.592418	0.476001	1.544421	0.001086	-0.001413	-0.000164	0.004942	0.265032	-0.500000	5.289188	
365.080	307.746055	307.305970	106.716714	106.276629	201.029341	307.452665	0.440085	106.423324	0.593956	0.475397	1.544749	0.001868	-0.001602	0.000133	0.003971	0.220043	-0.500000	5.289188	
366.080	307.698493	307.324908	106.639038	106.265453	201.059455	307.449436	0.373585	106.389981	0.595108	0.475574	1.546256	0.001775	-0.001561	0.000107	0.005336	0.186792	-0.500000	5.289188	
367.080	307.905146	307.335955	106.832409	106.263218	201.072738	307.525686	0.569191	106.452948	0.594186	0.476624	1.547435	0.001296	-0.001432	-0.000068	0.003668	0.284595	-0.500000	5.289188	
368.076	307.920791	307.335955	106.823467	106.238631	201.097324	307.530901	0.584836	106.433576	0.594724	0.476388	1.547500	0.001366	-0.001440	-0.000037	0.004760	0.292418	-0.500000	5.289188	
369.080	307.750807	307.310704	106.732377	106.292275	201.018430	307.457405	0.440103	106.438976	0.593879	0.477368	1.548614	0.001962	-0.001669	0.000146	0.004851	0.220051	-0.500000	5.289188	
370.081	307.814116	307.348581	106.746634	106.281099	201.067482	307.503759	0.465535	106.436277	0.594647	0.477868	1.550382	0.001775	-0.001566	0.000105	0.003850	0.232768	-0.500000	5.289188	
371.076	307.906306	307.331221	106.838303	106.263218	201.068003	307.522916	0.575086	106.454913	0.594186	0.478950	1.552086	0.001156	-0.001420	-0.000132	0.005124	0.287543	-0.500000	5.289188	
372.081	307.793230	307.329643	106.737981	106.274393	201.055249	307.484172	0.463588	106.428923	0.593879	0.478776	1.551431	0.001378	-0.001469	-0.000046	0.005548	0.231794	-0.500000	5.289188	
373.082	307.774338	307.318595	106.756958	106.301215	201.017380	307.470510	0.455743	106.453130	0.595954	0.476526	1.549007	0.002125	-0.001666	0.000230	0.005942	0.227872	-0.500000	5.289188	
374.082	307.743126	307.326486	106.697739	106.281099	201.045387	307.465366	0.416640	106.419979	0.594417	0.478540	1.551496	0.001798	-0.001526	0.000136	0.002425	0.208320	-0.500000	5.289188	
375.082	308.019659	307.364363	106.934159	106.278864	201.085499	307.582795	0.655296	106.497296	0.593879	0.479791	1.553461	0.000957	-0.001415	-0.000229	0.004214	0.327648	-0.500000	5.289188	
376.083	307.977762	307.359628	106.905938	106.287804	201.071824	307.565673	0.618134	106.493849	0.594109	0.480102	1.554313	0.001658	-0.001605	0.000027	0.004729	0.309067	-0.500000	5.289188	
377.083	307.669230	307.283875	106.717863	106.332508	200.951367	307.412327	0.385355	106.460959	0.595800	0.480075	1.555951	0.002172	-0.001654	0.000259	0.005821	0.192678	-0.500000	5.289188	
378.070	307.919201	307.326486	106.871579	106.278864	201.047622	307.524058	0.592715	106.476435	0.593956	0.481030	1.556016	0.001354	-0.001465	-0.000055	0.006548	0.296358	-0.500000	5.289188	
379.083	308.036796	307.350159	106.999028	106.312391	201.037768	307.579038	0.686637	106.541270	0.592342	0.482951	1.558244	0.001039	-0.001351	-0.000156	0.002910	0.343318	-0.500000	5.289188	
380.083	307.881147	307.313861	106.872972	106.305686	201.008175	307.502956	0.567287	106.494781	0.593879	0.481167	1.556213	0.001506	-0.001563	-0.000028	0.004426	0.283643	-0.500000	5.289188	
381.083	307.735561	307.309126	106.763413	106.336978	200.972148	307.451271	0.426435	106.479123	0.594878	0.480242	1.555361	0.002184	-0.001595	0.000294	0.005093	0.213218	-0.500000	5.289188	
382.084	307.913465	307.342268	106.879118	106.307921	201.034347	307.532667	0.571197	106.498320	0.595339	0.481027	1.557392	0.001471	-0.001435	0.000018	0.005063	0.285599	-0.500000	5.289188	
383.084	308.013454	307.365941	106.933082	106.285569	201.080372	307.581779	0.647513	106.501407	0.593956	0.482996	1.559947	0.001144	-0.001442	-0.000149	0.003335	0.323756	-0.500000	5.289188	
384.069	307.941376	307.356472	106.901765	106.316861	201.039610	307.551440	0.584904	106.511829	0.595032	0.482196	1.559423	0.002359	-0.001566	0.000397	0.005124	0.292452	-0.500000	5.289188	
385.069	307.744603	307.312282	106.762593	106.330272	200.982010	307.456389	0.432321	106.474379	0.594801	0.482278	1.559358	0.001857	-0.001629	0.000114	0.005821	0.216161	-0.500000	5.289188	
386.069	308.022601	307.335955	106.983390	106.296745	201.039210	307.564837	0.686645	106.525627	0.594647	0.483567	1.561782	0.001237	-0.001423	-0.000093	0.004881	0.343323	-0.500000	5.289188	
387.070	308.013016	307.359628	106.947898	106.294510	201.065118	307.577424	0.653388	106.512306	0.594570	0.483507	1.561585	0.001308	-0.001477	-0.000085	0.004790	0.326694	-0.500000	5.289188	
388.070	307.827662	307.324908	106.821851	106.319097	201.005811	307.492493	0.502754	106.486681	0.595032	0.483277	1.561585	0.001985	-0.001629	0.000178	0.004214	0.251377	-0.500000	5.289188	
389.070	307.898860	307.321752	106.916322	106.339213	200.982539	307.514121	0.577109	106.531583	0.593802	0.484743	1.563288	0.001903	-0.001558	0.000173	0.005730	0.288554	-0.500000	5.289188	
390.070	308.022058	307.362785	106.962724	106.303450	201.059334	307.582542	0.659274	106.523208	0.594878	0.484762	1.564402	0.001027	-0.001403	-0.000188	0.003881	0.329637	-0.500000	5.289188	
391.071	307.950235	307.335955	106.917731	106.303450	201.032505	307.540715	0.614280	106.508211	0.594032	0.484890	1.563813	0.001319	-0.001529	-0.000105	0.004760	0.307140	-0.500000	5.289188	
392.071	307.839285	307.309126	106.873842	106.343683	200.965443	307.485846	0.530159	106.520403	0.594955	0.484855	1.564664	0.001915	-0.001686	0.000115	0.005942	0.265079	-0.500000	5.289188	
393.071	307.933149	307.350159	106.895381	106.312391	201.037768	307.544489	0.582990	106.506721	0.593648	0.485770	1.565188	0.001249	-0.001514	-0.000132	0.004032	0.291495	-0.500000	5.289188	
394.071	308.106971	307.359628	107.055264	106.307921	201.051707	307.608743	0.747343	106.557035	0.592726	0.487181	1.567088	0.001249	-0.001386	-0.000068	0.006154	0.373672	-0.500000	5.289188	
395.072	308.182305	307.339112	107.160055	106.316861	201.022250	307.620176	0.843193	106.597926	0.595339	0.486399	1.568137	0.001483	-0.001521	-0.000019	0.004608	0.421597	-0.500000	5.289188	
396.072	307.900767	307.313861	106.946235	106.359329	200.954531	307.509496	0.586906	106.554965	0.595800	0.486103	1.568006	0.002009	-0.001620	0.000194	0.004972	0.293453	-0.500000	5.289188	
397.072	307.955178	307.315439	106.961071	106.321332	200.994107	307.528685	0.639739	106.534578	0.594494	0.487018	1.568530	0.001179	-0.001501	-0.000161	0.004517	0.319870	-0.500000	5.289188	
398.073	308.138480	307.383301	107.063100	106.307921	201.075380	307.635028	0.755179	106.559647	0.594494	0.487870	1.570233	0.001086	-0.001418	-0.000166	0.003577	0.377590	-0.500000	5.289188	
399.073	308.031556	307.372254	106.998515	106.339213	201.033041	307.592021	0.659302	106.558980	0.595032	0.486913	1.568858	0.001658	-0.001617	0.000020	0.005518	0.329651	-0.500000	5.289188	
