Time(s)	s(a)_(kPa)	s(r)_(kPa)	s'(a)(kPa)	s'(r)(kPa)	Pore_(kPa)	p____(kPa)	q____(kPa)	p'___(kPa)	e(a)_(%)_	e(r)_(%)_	e(v)_(%)_	eLDT1(%)_	eLDT2(%)_	AvLDT(%)_	ClipGauge(%)	(s'a-s'r)/2	Nc	DA	
0.000	301.419639	300.923677	99.421000	98.925038	201.998639	301.088998	0.495962	99.090359	0.582889	0.785507	2.153902	0.002090	-0.001816	0.000137	0.001819	0.247981	-0.500000	5.289188	
0.999	301.369209	300.904739	99.338100	98.873629	202.031110	301.059562	0.464470	99.028453	0.582966	0.785271	2.153507	0.002558	-0.001983	0.000288	0.003699	0.232235	-0.500000	5.289188	
1.999	301.432496	300.863706	99.366424	98.797634	202.066072	301.053303	0.568790	98.987231	0.583196	0.786243	2.155682	0.002359	-0.001929	0.000215	0.004093	0.284395	-0.500000	5.289188	
3.000	301.645884	300.876332	99.433077	98.663525	202.212807	301.132849	0.769553	98.920042	0.581582	0.787083	2.155748	0.001308	-0.001747	-0.000220	0.002365	0.384776	-0.500000	5.289188	
4.009	301.558757	300.822673	99.299026	98.562942	202.259730	301.068034	0.736084	98.808304	0.582658	0.786380	2.155418	0.001810	-0.001804	0.000003	0.003790	0.368042	-0.500000	5.289188	
5.009	301.435412	300.772171	99.183715	98.520474	202.251696	300.993251	0.663241	98.741555	0.583273	0.784754	2.152782	0.002605	-0.001885	0.000360	0.004184	0.331620	-0.500000	5.289188	
6.002	301.572031	300.784796	99.198186	98.410952	202.373845	301.047208	0.787235	98.673363	0.581967	0.785078	2.152123	0.002009	-0.001907	0.000051	0.003123	0.393617	-0.500000	5.289188	
7.002	301.694005	300.761123	99.203018	98.270137	202.490987	301.072084	0.932882	98.581097	0.580737	0.785528	2.151793	0.001786	-0.001711	0.000038	0.002668	0.466441	0.000000	0.001921	
8.003	305.577508	300.759545	102.833291	98.015329	202.744216	302.365533	4.817963	99.621316	0.582581	0.785331	2.153243	0.001810	-0.001833	-0.000012	0.003335	2.408981	0.000000	0.002843	
9.012	310.230444	300.726403	107.195272	97.691231	203.035172	303.894417	9.504041	100.859245	0.584656	0.785216	2.155089	0.002768	-0.001953	0.000408	0.004881	4.752020	0.000000	0.002843	
10.014	315.604418	300.699574	112.104340	97.199496	203.500077	305.667855	14.904844	102.167778	0.584733	0.786001	2.156736	0.002090	-0.001846	0.000122	0.005124	7.452422	0.000000	0.002843	
11.015	320.608393	300.682214	116.700996	96.774816	203.907397	307.324273	19.926179	103.416876	0.589191	0.782554	2.154298	0.001822	-0.001718	0.000052	0.002638	9.963090	0.000000	0.003535	
12.015	324.720335	300.619086	120.493854	96.392604	204.226481	308.652836	24.101250	104.426354	0.592726	0.780358	2.153441	0.002453	-0.001875	0.000289	0.003486	12.050625	0.000000	0.009683	
13.000	328.683046	300.582787	124.168765	96.068507	204.514281	309.949540	28.100259	105.435260	0.596799	0.777167	2.151134	0.002441	-0.001970	0.000235	0.003759	14.050129	0.000000	0.011528	
14.009	332.804843	300.570162	127.905295	95.670614	204.899548	311.315055	32.234681	106.415507	0.599259	0.777256	2.153770	0.001693	-0.001713	-0.000010	0.001849	16.117341	0.000000	0.014756	
15.001	336.545123	300.559114	131.245353	95.259345	205.299770	312.554451	35.986009	107.254681	0.602564	0.775471	2.153507	0.001635	-0.001784	-0.000075	0.003638	17.993004	0.000000	0.019906	
16.002	340.296353	300.461266	134.725631	94.890544	205.570723	313.739629	39.835087	108.168906	0.607253	0.773226	2.153705	0.002687	-0.001941	0.000373	0.002001	19.917543	0.000000	0.024287	
17.002	339.517262	300.447063	133.721581	94.651382	205.795681	313.470462	39.070199	107.674781	0.614402	0.768861	2.152123	0.002172	-0.001995	0.000089	0.005791	19.535100	0.500000	0.024595	
18.002	334.341339	300.431281	128.749194	94.839135	205.592146	311.734634	33.910059	106.142488	0.612403	0.769728	2.151859	0.001436	-0.001757	-0.000161	0.006821	16.955029	0.500000	0.024595	
19.011	329.580236	300.443906	124.174393	95.038064	205.405842	310.156016	29.136329	104.750174	0.612172	0.768789	2.149750	0.001915	-0.001801	0.000057	0.002971	14.568165	0.500000	0.024595	
20.015	323.782202	300.382357	118.744126	95.344281	205.038076	308.182305	23.399846	103.144229	0.610789	0.770173	2.151134	0.002464	-0.001958	0.000253	0.005184	11.699923	0.500000	0.024595	
21.005	319.073405	300.363418	114.228610	95.518623	204.844795	306.600081	18.709987	101.755285	0.606868	0.772100	2.151068	0.002125	-0.001828	0.000149	0.002638	9.354994	0.500000	0.024595	
22.005	314.535807	300.350793	109.846687	95.661673	204.689120	305.079131	14.185014	100.390011	0.602795	0.774104	2.151002	0.001506	-0.001718	-0.000106	0.004305	7.092507	0.500000	0.024595	
23.006	309.439569	300.342902	104.990831	95.894164	204.448738	303.375124	9.096667	98.926387	0.600719	0.774516	2.149750	0.002219	-0.001904	0.000157	0.001758	4.548334	0.500000	0.024595	
24.000	304.727694	300.260836	100.573363	96.106504	204.154331	301.749789	4.466859	97.595457	0.596876	0.776569	2.150014	0.002581	-0.001912	0.000335	0.004305	2.233429	0.500000	0.024595	
25.000	300.787420	300.256101	96.776403	96.245084	204.011017	300.433207	0.531319	96.422190	0.592188	0.779012	2.150212	0.001915	-0.001850	0.000032	0.004669	0.265659	0.500000	0.024595	
26.000	297.193444	300.226115	93.315230	96.347901	203.878214	299.215225	-3.032671	95.337011	0.587654	0.781576	2.150805	0.001436	-0.001742	-0.000153	0.003911	-1.516335	0.500000	0.024595	
27.001	294.035315	300.191395	90.281228	96.437308	203.754088	298.139369	-6.156080	94.385281	0.584272	0.783299	2.150871	0.002289	-0.001912	0.000189	0.003214	-3.078040	0.500000	0.024595	
28.001	292.092170	300.169300	88.257360	96.334490	203.834810	297.476924	-8.077131	93.642113	0.581045	0.784946	2.150937	0.002593	-0.001939	0.000327	0.003881	-4.038565	0.500000	0.026977	
29.012	290.899627	300.167722	86.804881	96.072977	204.094745	297.078357	-9.268096	92.983612	0.579123	0.786434	2.151991	0.001611	-0.001796	-0.000093	0.003365	-4.634048	0.500000	0.028898	
30.014	289.858738	300.148784	85.427506	95.717552	204.431232	296.718769	-10.290046	92.287537	0.573668	0.788503	2.150673	0.001880	-0.001789	0.000045	0.004487	-5.145023	0.500000	0.032049	
31.015	288.760307	300.076187	84.041811	95.357691	204.718495	296.304227	-11.315880	91.585731	0.570210	0.790232	2.150673	0.002324	-0.001978	0.000173	0.005033	-5.657940	0.500000	0.037735	
32.015	288.058496	300.061983	82.925054	94.928541	205.133442	296.060821	-12.003487	90.927379	0.565523	0.793036	2.151596	0.002312	-0.001944	0.000184	0.005760	-6.001743	0.500000	0.042960	
33.015	287.544083	300.038310	81.895641	94.389868	205.648442	295.873568	-12.494227	90.225126	0.560452	0.795473	2.151398	0.001483	-0.001752	-0.000135	0.004517	-6.247114	0.500000	0.047339	
34.012	286.855025	300.077765	80.659747	93.882487	206.195278	295.670185	-13.222740	89.474907	0.556533	0.796114	2.148762	0.001962	-0.001880	0.000041	0.004578	-6.611370	0.500000	0.051411	
35.000	286.144868	300.002012	79.573842	93.430986	206.571026	295.382964	-13.857144	88.811938	0.552154	0.797941	2.148037	0.002570	-0.001968	0.000301	0.004426	-6.928572	0.500000	0.055637	
36.000	285.646684	299.990964	78.568149	92.912429	207.078535	295.209538	-14.344280	88.131002	0.546008	0.800949	2.147905	0.001915	-0.001838	0.000038	0.005154	-7.172140	0.500000	0.061860	
37.001	285.349869	300.025685	77.700175	92.375991	207.649694	295.133746	-14.675816	87.484053	0.540477	0.803648	2.147773	0.001553	-0.001755	-0.000101	0.005639	-7.337908	0.500000	0.065931	
38.001	284.711400	299.970448	76.620738	91.879786	208.090662	294.884099	-15.259048	86.793437	0.537251	0.805162	2.147576	0.002114	-0.001890	0.000112	0.003820	-7.629524	0.500000	0.069618	
39.002	284.289350	300.019372	75.725084	91.455106	208.564266	294.776031	-15.730022	86.211766	0.533641	0.806473	2.146587	0.002605	-0.001997	0.000304	0.003486	-7.865011	0.500000	0.076224	
40.015	283.806824	299.998855	74.726533	90.918564	209.080292	294.601512	-16.192031	85.521220	0.527189	0.810424	2.148037	0.001833	-0.001850	-0.000009	0.004396	-8.096015	0.500000	0.081370	
41.015	283.659041	300.011481	74.038626	90.391066	209.620414	294.560668	-16.352440	84.940253	0.523579	0.813217	2.150014	0.001635	-0.001740	-0.000053	0.002910	-8.176220	0.500000	0.084289	
42.000	282.958500	299.975183	72.934058	89.950740	210.024442	294.302955	-17.016682	84.278513	0.518664	0.815049	2.148762	0.002289	-0.001970	0.000159	0.004214	-8.508341	0.500000	0.087054	
43.000	282.534835	299.975183	72.018658	89.459006	210.516177	294.161733	-17.440348	83.645556	0.515515	0.815832	2.147180	0.002336	-0.001936	0.000200	0.004972	-8.720174	0.500000	0.093198	
44.014	282.414295	300.019372	71.335373	88.940449	211.078923	294.151013	-17.605077	83.072090	0.509909	0.819459	2.148828	0.001506	-0.001742	-0.000118	0.005063	-8.802538	0.500000	0.098880	
45.002	282.192138	300.093547	70.545070	88.446479	211.647068	294.126411	-17.901409	82.479343	0.504918	0.821922	2.148762	0.001728	-0.001858	-0.000065	0.003335	-8.950705	0.500000	0.101568	
46.002	281.565432	300.024107	69.547478	88.006153	212.017953	293.871215	-18.458675	81.853262	0.503689	0.821548	2.146785	0.002312	-0.001983	0.000165	0.001395	-9.229337	0.500000	0.104947	
47.003	281.281180	300.030419	68.792001	87.541241	212.489179	293.780673	-18.749240	81.291494	0.498775	0.824334	2.147444	0.002336	-0.001853	0.000241	0.004790	-9.374620	0.500000	0.110398	
48.003	281.128030	300.087234	68.083596	87.042800	213.044434	293.767500	-18.959204	80.723066	0.493324	0.827456	2.148235	0.001226	-0.001720	-0.000247	0.004062	-9.479602	0.500000	0.115312	
49.015	280.720142	300.038310	67.223905	86.542073	213.496238	293.598921	-19.318168	80.102683	0.490176	0.828667	2.147510	0.002254	-0.001880	0.000187	0.005821	-9.659084	0.500000	0.117232	
50.015	280.293787	300.024107	66.384838	86.115158	213.908949	293.447333	-19.730320	79.538384	0.487105	0.829840	2.146785	0.002780	-0.001995	0.000393	0.005669	-9.865160	0.500000	0.121608	
51.005	280.123541	300.061983	65.705097	85.643539	214.418444	293.415836	-19.938442	78.997392	0.481500	0.833071	2.147641	0.001880	-0.001848	0.000016	0.004366	-9.969221	0.500000	0.126598	
52.005	279.923826	300.093547	64.932910	85.102631	214.990916	293.370307	-20.169721	78.379391	0.477048	0.835033	2.147114	0.001202	-0.001769	-0.000284	0.000576	-10.084860	0.500000	0.131358	
53.006	279.501271	300.103016	64.076206	84.677951	215.425065	293.235768	-20.601746	77.810703	0.473824	0.836448	2.146719	0.002266	-0.001936	0.000165	0.006003	-10.300873	0.500000	0.133661	
54.000	279.135552	300.080922	63.298961	84.244331	215.836591	293.099132	-20.945369	77.262541	0.469755	0.838416	2.146587	0.002581	-0.001995	0.000293	0.002971	-10.472685	0.500000	0.138958	
55.015	279.070937	300.115642	62.694480	83.739185	216.376457	293.100740	-21.044705	76.724283	0.465302	0.840379	2.146060	0.001810	-0.001728	0.000041	0.004032	-10.522352	0.500000	0.143333	
56.016	278.867655	300.136158	61.990123	83.258626	216.877532	293.046657	-21.268503	76.169125	0.459392	0.843103	2.145599	0.001611	-0.001779	-0.000084	0.003214	-10.634252	0.500000	0.147862	
57.019	278.509686	300.115642	61.214580	82.820535	217.295107	292.913657	-21.605956	75.618550	0.456399	0.844303	2.145006	0.002301	-0.001958	0.000171	0.005912	-10.802978	0.500000	0.151393	
58.019	278.283506	300.133002	60.546360	82.395855	217.737147	292.849837	-21.849496	75.112690	0.451717	0.846974	2.145664	0.002266	-0.001956	0.000155	0.005427	-10.924748	0.500000	0.156765	
59.019	278.278166	300.148784	59.999923	81.870541	218.278243	292.858578	-21.870618	74.580335	0.446806	0.850187	2.147180	0.001343	-0.001713	-0.000185	0.003699	-10.935309	0.500000	0.162060	
60.030	277.981484	300.172457	59.237007	81.427980	218.744477	292.775466	-22.190973	74.030989	0.441971	0.852605	2.147180	0.001506	-0.001806	-0.000150	0.003820	-11.095486	0.500000	0.164977	
61.031	277.702532	300.144049	58.597544	81.039062	219.104987	292.663543	-22.441518	73.558556	0.438901	0.853184	2.145269	0.002687	-0.001978	0.000354	0.004669	-11.220759	0.500000	0.168890	
62.015	277.379593	300.114064	57.884382	80.618853	219.495211	292.535907	-22.734470	73.040696	0.433607	0.855996	2.145599	0.001845	-0.001875	-0.000015	0.004153	-11.367235	0.500000	0.173571	
63.021	277.439403	300.153518	57.453235	80.167351	219.986168	292.582147	-22.714115	72.595979	0.428696	0.858913	2.146521	0.001471	-0.001767	-0.000148	0.003790	-11.357058	0.500000	0.178559	
64.022	277.152257	300.172457	56.807407	79.827607	220.344850	292.499057	-23.020199	72.154207	0.424859	0.860172	2.145203	0.002371	-0.001890	0.000241	0.003486	-11.510100	0.500000	0.183393	
65.016	276.999047	300.144049	56.240044	79.385046	220.759004	292.429049	-23.145002	71.670045	0.422020	0.861525	2.145071	0.002546	-0.002024	0.000261	0.003668	-11.572501	0.500000	0.186078	
66.016	276.856565	300.172457	55.642239	78.958130	221.214326	292.400493	-23.315891	71.186167	0.416650	0.864474	2.145599	0.001763	-0.001806	-0.000022	0.005124	-11.657946	0.500000	0.191909	
67.017	276.719867	300.194552	55.034180	78.508864	221.685688	292.369657	-23.474684	70.683969	0.411586	0.866808	2.145203	0.001471	-0.001745	-0.000137	0.005154	-11.737342	0.500000	0.194978	
68.017	276.345846	300.167722	54.293600	78.115476	222.052246	292.227097	-23.821876	70.174851	0.409515	0.867317	2.144149	0.002231	-0.001936	0.000147	0.003486	-11.910938	0.500000	0.198507	
69.018	276.282694	300.202443	53.820221	77.739970	222.462473	292.229193	-23.919748	69.766720	0.404375	0.869986	2.144347	0.002219	-0.001985	0.000117	0.003032	-11.959874	0.500000	0.203186	
70.030	276.041466	300.191395	53.118317	77.268247	222.923149	292.141419	-24.149930	69.218270	0.399006	0.873066	2.145137	0.001716	-0.001828	-0.000056	0.003668	-12.074965	0.500000	0.208479	
71.030	276.145791	300.234006	52.741940	76.830156	223.403851	292.204601	-24.088216	68.800750	0.393790	0.875937	2.145664	0.001763	-0.001821	-0.000029	0.002910	-12.044108	0.500000	0.213465	
72.031	275.909511	300.215068	52.209442	76.514998	223.700070	292.113216	-24.305557	68.413146	0.391181	0.876879	2.144940	0.002418	-0.001921	0.000248	0.003486	-12.152778	0.500000	0.215460	
73.031	275.726379	300.240319	51.634492	76.148433	224.091887	292.069006	-24.513940	67.977119	0.387039	0.879642	2.146323	0.002231	-0.001931	0.000150	0.003699	-12.256970	0.500000	0.219219	
74.047	275.797918	300.263992	51.228622	75.694696	224.569297	292.108634	-24.466074	67.539338	0.381594	0.882563	2.146719	0.001576	-0.001769	-0.000097	0.003456	-12.233037	0.500000	0.225815	
75.063	275.636944	300.259258	50.699111	75.321424	224.937833	292.051820	-24.622313	67.113986	0.377760	0.883491	2.144742	0.001588	-0.001774	-0.000093	0.003032	-12.311157	0.500000	0.228806	
76.063	275.277572	300.226115	50.001845	74.950388	225.275727	291.909934	-24.948543	66.634207	0.374462	0.885206	2.144874	0.002301	-0.001953	0.000174	0.003729	-12.474272	0.500000	0.233407	
77.064	275.295396	300.230850	49.632722	74.568176	225.662674	291.919032	-24.935454	66.256358	0.370474	0.886640	2.143753	0.002020	-0.001858	0.000081	0.003305	-12.467727	0.500000	0.238851	
78.064	275.364626	300.230850	49.290683	74.156907	226.073943	291.942109	-24.866224	65.868166	0.364493	0.890190	2.144874	0.001565	-0.001725	-0.000080	0.004366	-12.433112	0.500000	0.242456	
79.064	275.098708	300.243476	48.647809	73.792576	226.450899	291.861886	-25.144768	65.410987	0.361349	0.891103	2.143556	0.002055	-0.001863	0.000096	0.003456	-12.572384	0.500000	0.247056	
80.078	274.822293	300.218224	48.072547	73.468479	226.749746	291.752914	-25.395931	65.003168	0.357132	0.892454	2.142040	0.002616	-0.001978	0.000319	0.004760	-12.697966	0.500000	0.251274	
81.081	274.806923	300.216646	47.663133	73.072856	227.143791	291.746739	-25.409723	64.602948	0.351075	0.896306	2.143688	0.001903	-0.001774	0.000064	0.004972	-12.704862	0.500000	0.256411	
82.081	274.899503	300.245054	47.378585	72.724136	227.520918	291.796537	-25.345551	64.275619	0.348698	0.898121	2.144940	0.001471	-0.001757	-0.000143	0.004214	-12.672776	0.500000	0.259247	
83.081	274.512512	300.235585	46.683672	72.406744	227.828841	291.661227	-25.723072	63.832386	0.344558	0.899598	2.143753	0.002114	-0.001934	0.000090	0.004457	-12.861536	0.500000	0.262467	
84.082	274.404288	300.199286	46.218358	72.013356	228.185930	291.600953	-25.794998	63.415023	0.340802	0.901377	2.143556	0.002488	-0.001983	0.000253	0.006427	-12.897499	0.500000	0.267527	
85.078	274.569655	300.208755	45.996514	71.635614	228.573141	291.662388	-25.639101	63.089248	0.334975	0.905114	2.145203	0.001798	-0.001796	0.000001	0.005518	-12.819550	0.500000	0.273353	
86.079	274.378112	300.235585	45.413811	71.271284	228.964301	291.616427	-25.857473	62.652126	0.330299	0.907748	2.145796	0.001798	-0.001772	0.000013	0.004032	-12.928736	0.500000	0.276190	
87.083	274.114804	300.229272	44.812602	70.927069	229.302202	291.524449	-26.114467	62.222247	0.326697	0.908627	2.143951	0.002640	-0.002007	0.000316	0.004729	-13.057234	0.500000	0.279716	
88.084	274.051673	300.241897	44.388160	70.578385	229.663513	291.511823	-26.190225	61.848310	0.322404	0.910114	2.142633	0.002020	-0.001921	0.000049	0.005609	-13.095112	0.500000	0.285541	
89.084	274.358420	300.263992	44.286131	70.191703	230.072290	291.628802	-25.905572	61.556512	0.317576	0.912957	2.143490	0.001705	-0.001708	-0.000002	0.003608	-12.952786	0.500000	0.289374	
90.093	274.028098	300.238741	43.643550	69.854194	230.384547	291.501860	-26.210643	61.117313	0.313435	0.915192	2.143819	0.001506	-0.001872	-0.000183	0.005093	-13.105322	0.500000	0.293207	
91.093	273.951955	300.216646	43.247524	69.512215	230.704432	291.461749	-26.264691	60.757318	0.310368	0.916660	2.143688	0.002511	-0.002029	0.000241	0.004760	-13.132345	0.500000	0.298114	
92.094	273.807725	300.197708	42.816015	69.205998	230.991710	291.401047	-26.389983	60.409337	0.306076	0.918509	2.143094	0.001880	-0.001919	-0.000020	0.006033	-13.194992	0.500000	0.303096	
93.100	273.950331	300.260836	42.479754	68.790259	231.470577	291.490667	-26.310505	60.020090	0.300712	0.921224	2.143160	0.001600	-0.001733	-0.000067	0.003395	-13.155252	0.500000	0.308307	
94.101	273.825662	300.257679	42.054260	68.486277	231.771402	291.447007	-26.432017	59.675605	0.296957	0.923365	2.143688	0.002102	-0.001939	0.000082	0.005093	-13.216009	0.500000	0.310682	
95.101	273.654464	300.235585	41.612247	68.193367	232.042218	291.375211	-26.581120	59.332993	0.292206	0.925411	2.143029	0.002453	-0.002034	0.000209	0.005275	-13.290560	0.500000	0.314590	
96.095	273.571484	300.238741	41.193071	67.860328	232.378413	291.349655	-26.667257	58.971243	0.288222	0.927799	2.143819	0.001903	-0.001814	0.000045	0.004699	-13.333629	0.500000	0.319341	
97.095	273.586858	300.267148	40.835824	67.516114	232.751034	291.373718	-26.680290	58.622684	0.283701	0.930026	2.143753	0.001296	-0.001779	-0.000242	0.003941	-13.340145	0.500000	0.324092	
98.096	273.444592	300.240319	40.440992	67.236719	233.003600	291.308410	-26.795728	58.304810	0.280253	0.931816	2.143885	0.002207	-0.001882	0.000162	0.004275	-13.397864	0.500000	0.327386	
99.102	273.355550	300.197708	40.072699	66.914857	233.282851	291.250322	-26.842158	57.967471	0.276346	0.933737	2.143819	0.002441	-0.001963	0.000239	0.003941	-13.421079	0.500000	0.332060	
100.108	273.526969	300.240319	39.886349	66.599700	233.640620	291.335869	-26.713350	57.695249	0.271366	0.936490	2.144347	0.001424	-0.001742	-0.000159	0.004760	-13.356675	0.500000	0.336043	
101.109	273.473409	300.259258	39.496459	66.282307	233.976950	291.330641	-26.785848	57.353691	0.266540	0.939167	2.144874	0.001740	-0.001787	-0.000023	0.003820	-13.392924	0.500000	0.339184	
102.104	273.192966	300.275039	38.927544	66.009618	234.265422	291.247682	-27.082073	56.982260	0.263399	0.939353	2.142106	0.002710	-0.001963	0.000373	0.002122	-13.541037	0.500000	0.344394	
103.104	273.248517	300.252945	38.721325	65.725753	234.527192	291.251469	-27.004428	56.724277	0.259033	0.941800	2.142633	0.002219	-0.001897	0.000161	0.003850	-13.502214	0.500000	0.348224	
104.105	273.408105	300.254523	38.494888	65.341306	234.913217	291.305717	-26.846418	56.392500	0.253977	0.945349	2.144676	0.001319	-0.001777	-0.000229	0.004123	-13.423209	0.500000	0.353279	
105.094	273.235941	300.246632	38.017692	65.028384	235.218248	291.243068	-27.010691	56.024820	0.250990	0.946085	2.143160	0.001670	-0.001882	-0.000106	0.005063	-13.505346	0.500000	0.357032	
106.094	273.013430	300.207177	37.593239	64.786987	235.420190	291.142595	-27.193747	55.722404	0.246471	0.948674	2.143819	0.002453	-0.001973	0.000240	0.003395	-13.596874	0.500000	0.360556	
107.094	273.133687	300.202443	37.432131	64.500886	235.701556	291.179524	-27.068756	55.477968	0.243025	0.951221	2.145467	0.001892	-0.001836	0.000028	0.005124	-13.534378	0.500000	0.365534	
108.095	273.284864	300.248210	37.220148	64.183494	236.064716	291.260428	-26.963346	55.195712	0.237970	0.953485	2.144940	0.001600	-0.001755	-0.000078	0.005184	-13.481673	0.500000	0.369210	
109.105	273.023384	300.210333	36.746207	63.933156	236.277177	291.148017	-27.186950	54.870840	0.234830	0.954330	2.143490	0.002254	-0.001890	0.000182	0.005609	-13.593475	0.500000	0.372044	
110.108	272.904274	300.254523	36.345929	63.696177	236.558346	291.137773	-27.350248	54.579428	0.230618	0.956831	2.144281	0.002301	-0.002019	0.000141	0.004790	-13.675124	0.500000	0.377405	
111.111	273.122947	300.235585	36.234856	63.347493	236.888092	291.198039	-27.112637	54.309947	0.225717	0.959315	2.144347	0.001810	-0.001774	0.000018	0.004972	-13.556319	0.500000	0.383071	
112.111	273.125583	300.270305	35.909965	63.054687	237.215618	291.222064	-27.144722	54.006446	0.222807	0.960210	2.143226	0.001565	-0.001733	-0.000084	0.004548	-13.572361	0.500000	0.384986	
113.112	272.755323	300.208755	35.391150	62.844582	237.364173	291.057611	-27.453432	53.693438	0.219591	0.961323	2.142238	0.002044	-0.002010	0.000017	0.005669	-13.726716	0.500000	0.387589	
114.121	272.825029	300.232428	35.146613	62.554012	237.678416	291.096629	-27.407399	53.418212	0.214997	0.963818	2.142633	0.002312	-0.001985	0.000164	0.006852	-13.703700	0.500000	0.393408	
115.122	273.116765	300.251367	35.110958	62.245560	238.005806	291.206499	-27.134602	53.200693	0.209944	0.967037	2.144017	0.001611	-0.001735	-0.000062	0.005002	-13.567301	0.500000	0.398232	
116.122	273.035207	300.279774	34.717128	61.961695	238.318079	291.198252	-27.244568	52.880173	0.205274	0.969470	2.144215	0.001529	-0.001723	-0.000097	0.004699	-13.622284	0.500000	0.401600	
117.122	272.810585	300.251367	34.281752	61.722533	238.528833	291.104440	-27.440781	52.575606	0.201905	0.970661	2.143226	0.002231	-0.001973	0.000129	0.005063	-13.720391	0.500000	0.405046	
118.122	272.758184	300.251367	33.981248	61.474431	238.776936	291.086972	-27.493182	52.310037	0.198384	0.972553	2.143490	0.002219	-0.001924	0.000148	0.005578	-13.746591	0.500000	0.410251	
119.122	272.940006	300.270305	33.840150	61.170449	239.099856	291.160205	-27.330299	52.060350	0.194097	0.974532	2.143160	0.001646	-0.001703	-0.000028	0.004729	-13.665149	0.500000	0.413084	
120.124	272.935847	300.275039	33.578683	60.917876	239.357163	291.161975	-27.339193	51.804812	0.189810	0.976346	2.142501	0.001868	-0.001831	0.000019	0.005336	-13.669596	0.500000	0.416375	
121.125	272.754372	300.249788	33.194474	60.689890	239.559898	291.084650	-27.495416	51.524752	0.187820	0.976616	2.141052	0.002476	-0.001951	0.000263	0.005124	-13.747708	0.500000	0.420662	
122.125	272.764967	300.249788	32.932379	60.417201	239.832587	291.088181	-27.484822	51.255594	0.183304	0.978907	2.141118	0.002102	-0.001865	0.000118	0.005184	-13.742411	0.500000	0.424795	
123.125	272.956614	300.273461	32.823195	60.140042	240.133420	291.167846	-27.316847	51.034426	0.178252	0.982454	2.143160	0.001413	-0.001701	-0.000144	0.003759	-13.658423	0.500000	0.428316	
124.139	272.821540	300.289243	32.464469	59.932172	240.357071	291.133342	-27.467703	50.776271	0.175344	0.983711	2.142765	0.002055	-0.001953	0.000051	0.006154	-13.733852	0.500000	0.432067	
125.139	272.682968	300.286087	32.067540	59.670658	240.615428	291.085047	-27.603119	50.469619	0.171135	0.985618	2.142370	0.002499	-0.001997	0.000251	0.005336	-13.801559	0.500000	0.436812	
126.126	272.924989	300.331854	31.982163	59.389029	240.942826	291.196233	-27.406865	50.253407	0.167078	0.988074	2.143226	0.001962	-0.001811	0.000075	0.002122	-13.703433	0.500000	0.440791	
127.127	272.906408	300.336589	31.735297	59.165478	241.171111	291.193195	-27.430181	50.022084	0.162181	0.990951	2.144083	0.001658	-0.001757	-0.000050	0.004578	-13.715090	0.500000	0.444235	
128.127	272.719129	300.317651	31.376950	58.975472	241.342179	291.118144	-27.598522	49.775965	0.159349	0.991609	2.142567	0.002394	-0.001948	0.000223	0.005700	-13.799261	0.500000	0.448291	
129.139	272.750684	300.316073	31.128454	58.693842	241.622230	291.127610	-27.565388	49.505380	0.156288	0.992448	2.141183	0.002231	-0.001968	0.000131	0.003790	-13.782694	0.500000	0.452806	
130.140	272.870242	300.328698	30.962697	58.421153	241.907545	291.175879	-27.458456	49.268334	0.150396	0.995657	2.141711	0.001494	-0.001757	-0.000131	0.004184	-13.729228	0.500000	0.456862	
131.140	272.802232	300.317651	30.648691	58.164110	242.153541	291.145845	-27.515418	48.992304	0.146341	0.998608	2.143556	0.001973	-0.001816	0.000079	0.002941	-13.757709	0.500000	0.459540	
132.125	272.640192	300.308182	30.324013	57.992003	242.316179	291.085518	-27.667990	48.769340	0.144045	0.999294	2.142633	0.002581	-0.001970	0.000305	0.003759	-13.833995	0.500000	0.463825	
133.126	272.726261	300.346058	30.150925	57.770722	242.575336	291.139459	-27.619798	48.564123	0.138766	1.001505	2.141777	0.002044	-0.001917	0.000064	0.003881	-13.809899	0.500000	0.468568	
134.140	272.867603	300.320807	30.035888	57.489092	242.831715	291.169739	-27.453205	48.338024	0.134252	1.004092	2.142435	0.001483	-0.001762	-0.000140	0.005487	-13.726602	0.500000	0.472547	
135.127	272.838268	300.325542	29.791714	57.278987	243.046554	291.163117	-27.487273	48.116563	0.131575	1.004936	2.141447	0.002055	-0.001882	0.000087	0.004881	-13.743637	0.500000	0.476295	
136.128	272.755032	300.320807	29.556751	57.122526	243.198281	291.132215	-27.565775	47.933935	0.127520	1.007491	2.142501	0.002815	-0.001926	0.000444	0.003365	-13.782888	0.500000	0.480273	
137.128	272.800045	300.349215	29.307373	56.856543	243.492672	291.166158	-27.549169	47.673486	0.123083	1.009643	2.142370	0.001728	-0.001796	-0.000034	0.003486	-13.774585	0.500000	0.485552	
138.128	272.840129	300.358684	29.074240	56.592794	243.765890	291.185832	-27.518554	47.419943	0.119258	1.011490	2.142238	0.001459	-0.001792	-0.000166	0.003911	-13.759277	0.500000	0.488611	
139.126	272.851361	300.319229	28.946114	56.413981	243.905247	291.163273	-27.467868	47.258025	0.115663	1.012793	2.141249	0.002324	-0.001907	0.000209	0.004002	-13.733934	0.500000	0.492436	
140.139	272.695575	300.336589	28.605331	56.246345	244.090244	291.122918	-27.641014	47.032673	0.111074	1.014857	2.140788	0.002277	-0.001985	0.000146	0.005033	-13.820507	0.500000	0.497025	
