Time(s)	s(a)_(kPa)	s(r)_(kPa)	s'(a)(kPa)	s'(r)(kPa)	Pore_(kPa)	p____(kPa)	q____(kPa)	p'___(kPa)	e(a)_(%)_	e(r)_(%)_	e(v)_(%)_	eLDT1(%)_	eLDT2(%)_	AvLDT(%)_	ClipGauge(%)	(s'a-s'r)/2	Nc	DA	
0.000	302.737321	302.168922	7.705292	7.136893	295.032029	302.358388	0.568399	7.326360	0.627471	0.751848	2.131168	0.001751	-0.002553	-0.000401	0.005245	0.284200	-0.500000	5.130053	
0.990	302.883306	302.183126	7.837073	7.136893	295.046233	302.416519	0.700180	7.370287	0.627240	0.752326	2.131892	0.001366	-0.002499	-0.000567	0.004911	0.350090	-0.500000	5.130053	
1.990	302.651586	302.173657	7.617057	7.139128	295.034528	302.332966	0.477929	7.298438	0.627624	0.752035	2.131695	0.001810	-0.002633	-0.000411	0.004942	0.238965	-0.500000	5.130053	
2.990	302.589296	302.131045	7.637612	7.179361	294.951684	302.283796	0.458251	7.332111	0.628317	0.750898	2.130113	0.002348	-0.002710	-0.000181	0.005366	0.229125	-0.500000	5.130053	
3.990	315.604651	302.105794	82.899314	69.400457	232.705338	306.605413	13.498857	73.900076	0.626317	0.892936	2.412189	0.001716	-0.002606	-0.000445	0.005033	6.749428	-0.500000	5.130053	
4.991	317.394477	302.124733	111.718228	96.448483	205.676249	307.214648	15.269745	101.538398	0.622166	1.157328	2.936822	0.001553	-0.002434	-0.000440	0.004760	7.634872	-0.500000	5.130053	
5.991	316.430436	302.102638	113.543407	99.215608	202.887029	306.878571	14.327798	103.991541	0.620321	1.267969	3.156259	0.002196	-0.002681	-0.000243	0.005184	7.163899	-0.500000	5.130053	
6.976	315.279755	302.075809	112.873292	99.669345	202.406463	306.477124	13.203946	104.070661	0.618706	1.301472	3.221651	0.002301	-0.002756	-0.000228	0.005730	6.601973	-0.500000	5.130053	
7.992	314.099472	302.077387	111.955179	99.933094	202.144293	306.084749	12.022085	103.940456	0.614940	1.315181	3.245301	0.001600	-0.002519	-0.000460	0.006488	6.011043	-0.500000	5.130053	
9.008	313.051897	302.134202	111.085481	100.167786	201.966416	305.773434	10.917695	103.807017	0.612326	1.322185	3.256695	0.001424	-0.002499	-0.000537	0.005578	5.458848	-0.500000	5.130053	
10.008	311.848059	302.099482	110.043767	100.295190	201.804292	305.349007	9.748578	103.544715	0.610251	1.325621	3.261493	0.002359	-0.002734	-0.000188	0.006276	4.874289	-0.500000	5.130053	
11.012	310.731712	302.102638	109.054008	100.424934	201.677704	304.978996	8.629075	103.301292	0.608867	1.328979	3.266825	0.002137	-0.002662	-0.000262	0.007306	4.314537	-0.500000	5.130053	
12.012	309.965317	302.145249	108.332190	100.512122	201.633127	304.751938	7.820067	103.118811	0.603947	1.333871	3.271690	0.001343	-0.002494	-0.000576	0.006791	3.910034	-0.500000	5.130053	
13.012	308.932645	302.123154	107.359610	100.550120	201.573035	304.392985	6.809491	102.819950	0.602871	1.335675	3.274222	0.001635	-0.002652	-0.000509	0.006700	3.404745	-0.500000	5.130053	
14.013	307.925357	302.148406	106.371774	100.594823	201.553583	304.074056	5.776951	102.520473	0.601334	1.338010	3.277355	0.002418	-0.002732	-0.000157	0.007185	2.888476	-0.500000	5.130053	
15.013	307.143911	302.124733	105.638588	100.619410	201.505323	303.797792	5.019178	102.292469	0.597568	1.342059	3.281687	0.001833	-0.002570	-0.000368	0.006852	2.509589	-0.500000	5.130053	
16.013	306.458326	302.183126	104.901315	100.626115	201.557011	303.608193	4.275200	102.051182	0.593341	1.345939	3.285220	0.001845	-0.002490	-0.000322	0.006458	2.137600	-0.500000	5.130053	
17.014	305.485987	302.187860	103.928712	100.630585	201.557275	303.287236	3.298127	101.729961	0.591881	1.348336	3.288552	0.001962	-0.002657	-0.000348	0.006882	1.649063	-0.500000	5.130053	
18.016	304.750515	302.184704	103.243335	100.677524	201.507180	303.039974	2.565811	101.532794	0.590343	1.351171	3.292685	0.002172	-0.002650	-0.000239	0.007003	1.282906	-0.500000	5.130053	
19.015	304.239376	302.191017	102.694591	100.646232	201.544785	302.873803	2.048359	101.329018	0.586962	1.354561	3.296085	0.001623	-0.002521	-0.000449	0.005457	1.024180	-0.500000	5.130053	
20.015	303.579024	302.227315	102.024762	100.673053	201.554262	302.677885	1.351709	101.123623	0.584964	1.357160	3.299285	0.001716	-0.002490	-0.000387	0.006367	0.675854	-0.500000	5.130053	
21.015	303.205797	302.208377	101.737528	100.740108	201.468269	302.540850	0.997420	101.072581	0.582889	1.360265	3.303418	0.002137	-0.002742	-0.000302	0.007094	0.498710	-0.500000	5.130053	
22.018	303.057745	302.203642	101.571860	100.717757	201.485886	302.488343	0.854103	101.002458	0.581967	1.361726	3.305418	0.001927	-0.002671	-0.000372	0.007306	0.427051	-0.500000	5.130053	
23.018	303.535188	302.250988	101.975134	100.690935	201.560053	302.679055	1.284200	101.119001	0.580046	1.364020	3.308085	0.001331	-0.002458	-0.000564	0.006548	0.642100	-0.500000	5.130053	
24.019	302.866561	302.257301	101.322546	100.713286	201.544015	302.460388	0.609260	100.916373	0.580046	1.364986	3.310018	0.001681	-0.002635	-0.000477	0.006245	0.304630	-0.500000	5.130053	
25.019	303.268494	302.243097	101.816913	100.791517	201.451580	302.584896	1.025397	101.133316	0.580199	1.365376	3.310952	0.002231	-0.002705	-0.000237	0.006367	0.512698	-0.500000	5.130053	
26.019	303.147186	302.273083	101.632093	100.757989	201.515093	302.564451	0.874103	101.049357	0.579047	1.366953	3.312952	0.001681	-0.002511	-0.000415	0.006185	0.437052	-0.500000	5.130053	
27.020	303.240224	302.290443	101.712241	100.762460	201.527983	302.607037	0.949781	101.079054	0.577587	1.367749	3.313085	0.001226	-0.002463	-0.000619	0.005730	0.474891	-0.500000	5.130053	
28.019	302.844304	302.213112	101.532232	100.901040	201.312072	302.423509	0.631192	101.111437	0.579123	1.367414	3.313952	0.002009	-0.002650	-0.000321	0.006185	0.315596	-0.500000	5.130053	
29.019	303.195580	302.209955	101.904546	100.918921	201.291034	302.538497	0.985625	101.247463	0.578355	1.367898	3.314152	0.002137	-0.002696	-0.000279	0.006063	0.492813	-0.500000	5.130053	
30.020	303.459978	302.257301	101.953961	100.751284	201.506017	302.658193	1.202677	101.152176	0.577510	1.368521	3.314552	0.001494	-0.002485	-0.000495	0.005730	0.601338	-0.500000	5.130053	
31.020	303.005279	302.290443	101.501883	100.787047	201.503397	302.528722	0.714836	101.025325	0.576972	1.368523	3.314019	0.001471	-0.002591	-0.000560	0.005912	0.357418	-0.500000	5.130053	
32.020	302.950524	302.225737	101.547596	100.822809	201.402928	302.467333	0.724787	101.064405	0.578355	1.368165	3.314685	0.002499	-0.002715	-0.000108	0.006579	0.362393	-0.500000	5.130053	
33.021	303.190386	302.260457	101.786265	100.856336	201.404121	302.570434	0.929929	101.166313	0.575973	1.370923	3.317819	0.002137	-0.002582	-0.000222	0.006852	0.464964	-0.500000	5.130053	
34.021	302.886327	302.280974	101.374519	100.769165	201.511809	302.482758	0.605354	100.970950	0.575742	1.371238	3.318219	0.001319	-0.002400	-0.000540	0.006003	0.302677	-0.500000	5.130053	
35.021	302.965531	302.244675	101.601779	100.880923	201.363752	302.484961	0.720855	101.121208	0.576203	1.371708	3.319619	0.001997	-0.002638	-0.000320	0.006124	0.360428	-0.500000	5.130053	
36.021	303.212203	302.268348	101.849365	100.905510	201.362838	302.582967	0.943855	101.220128	0.577740	1.370239	3.318219	0.002312	-0.002746	-0.000217	0.006306	0.471927	-0.500000	5.130053	
37.022	303.462126	302.249410	102.064582	100.851866	201.397544	302.653649	1.212716	101.256105	0.576280	1.371703	3.319686	0.001600	-0.002480	-0.000440	0.006518	0.606358	-0.500000	5.130053	
38.021	302.939778	302.274661	101.478985	100.813868	201.460793	302.496367	0.665117	101.035574	0.574897	1.373061	3.321019	0.001237	-0.002541	-0.000652	0.007731	0.332558	-0.500000	5.130053	
39.022	302.877842	302.252566	101.416792	100.791517	201.461050	302.460992	0.625275	100.999942	0.576664	1.371944	3.320553	0.002464	-0.002642	-0.000089	0.006700	0.312638	-0.500000	5.130053	
40.022	302.945573	302.252566	101.562754	100.869747	201.382819	302.483569	0.693007	101.100750	0.576357	1.373832	3.324020	0.002394	-0.002722	-0.000164	0.006397	0.346503	-0.500000	5.130053	
41.022	303.312487	302.288865	101.835256	100.811633	201.477232	302.630072	1.023623	101.152841	0.574129	1.375979	3.326087	0.001331	-0.002431	-0.000550	0.005639	0.511811	-0.500000	5.130053	
42.023	303.325783	302.314116	101.827771	100.816104	201.498012	302.651338	1.011667	101.153326	0.575051	1.375652	3.326354	0.001553	-0.002548	-0.000498	0.005881	0.505834	-0.500000	5.130053	
43.021	302.413948	302.244675	101.052431	100.883158	201.361517	302.301099	0.169272	100.939582	0.576280	1.374837	3.325954	0.002628	-0.002715	-0.000043	0.005791	0.084636	-0.500000	5.130053	
44.037	302.833523	302.269927	101.480282	100.916686	201.353241	302.457792	0.563596	101.104551	0.574666	1.376544	3.327754	0.002125	-0.002652	-0.000263	0.006094	0.281798	-0.500000	5.130053	
45.038	303.170190	302.299912	101.715438	100.845161	201.454752	302.590005	0.870278	101.135253	0.574590	1.375949	3.326487	0.001378	-0.002470	-0.000546	0.005336	0.435139	-0.500000	5.130053	
46.040	303.020348	302.309381	101.589654	100.878688	201.430693	302.546370	0.710966	101.115677	0.574666	1.376444	3.327554	0.001903	-0.002657	-0.000377	0.005063	0.355483	-0.500000	5.130053	
47.039	303.015013	302.284130	101.593924	100.863042	201.421088	302.527758	0.730882	101.106669	0.575589	1.376516	3.328621	0.002488	-0.002725	-0.000118	0.006063	0.365441	-0.500000	5.130053	
48.054	303.229859	302.269927	101.796153	100.836220	201.433707	302.589904	0.959933	101.156198	0.574590	1.377949	3.330488	0.001623	-0.002482	-0.000430	0.006427	0.479966	-0.500000	5.130053	
49.056	302.782659	302.342523	101.227182	100.787047	201.555477	302.489235	0.440135	100.933758	0.574359	1.377965	3.330288	0.001424	-0.002499	-0.000537	0.004820	0.220068	-0.500000	5.130053	
50.057	302.690745	302.290443	101.294636	100.894334	201.396109	302.423877	0.400302	101.027768	0.575512	1.377722	3.330955	0.002137	-0.002635	-0.000249	0.005609	0.200151	-0.500000	5.130053	
51.057	302.813623	302.269927	101.433560	100.889864	201.380063	302.451159	0.543697	101.071096	0.574974	1.377957	3.330888	0.002196	-0.002657	-0.000231	0.005700	0.271848	-0.500000	5.130053	
52.057	303.203957	302.315694	101.717777	100.829515	201.486180	302.611782	0.888263	101.125602	0.573898	1.379429	3.332756	0.001366	-0.002431	-0.000533	0.005184	0.444131	-0.500000	5.130053	
53.054	302.962994	302.269927	101.580696	100.887629	201.382298	302.500949	0.693068	101.118651	0.575281	1.378237	3.331755	0.001857	-0.002579	-0.000361	0.005124	0.346534	-0.500000	5.130053	
54.055	303.100902	302.260457	101.728073	100.887629	201.372829	302.540606	0.840445	101.167777	0.575358	1.378265	3.331889	0.002242	-0.002720	-0.000239	0.006185	0.420222	-0.500000	5.130053	
55.058	303.332539	302.280974	101.943664	100.892099	201.388875	302.631496	1.051565	101.242621	0.574666	1.378911	3.332489	0.001915	-0.002550	-0.000318	0.006154	0.525782	-0.500000	5.130053	
56.059	302.629885	302.325163	101.181174	100.876453	201.448711	302.426737	0.304722	100.978027	0.573283	1.380003	3.333289	0.001272	-0.002497	-0.000612	0.005396	0.152361	-0.500000	5.130053	
57.059	302.573927	302.303069	101.140606	100.869747	201.433321	302.393355	0.270859	100.960034	0.574743	1.379073	3.332889	0.002254	-0.002686	-0.000216	0.005942	0.135429	-0.500000	5.130053	
58.063	302.605429	302.258879	101.229708	100.883158	201.375721	302.374396	0.346549	100.998675	0.573898	1.380496	3.334890	0.002207	-0.002727	-0.000260	0.006639	0.173275	-0.500000	5.130053	
59.063	302.890015	302.282552	101.483916	100.876453	201.406099	302.485040	0.607463	101.078941	0.573975	1.380991	3.335957	0.001389	-0.002541	-0.000576	0.006397	0.303732	-0.500000	5.130053	
60.064	302.993107	302.292021	101.570833	100.869747	201.422274	302.525717	0.701086	101.103443	0.572976	1.381957	3.336890	0.001646	-0.002533	-0.000443	0.006761	0.350543	-0.500000	5.130053	
61.061	302.907257	302.269927	101.531665	100.894334	201.375592	302.482370	0.637331	101.106778	0.574743	1.380373	3.335490	0.002160	-0.002696	-0.000268	0.007458	0.318665	-0.500000	5.130053	
62.061	302.924366	302.273083	101.518795	100.867512	201.405571	302.490177	0.651283	101.084607	0.573360	1.381198	3.335757	0.002196	-0.002647	-0.000226	0.007549	0.325642	-0.500000	5.130053	
63.064	303.244839	302.296756	101.804419	100.856336	201.440419	302.612783	0.948083	101.172364	0.571900	1.383195	3.338291	0.001529	-0.002490	-0.000480	0.007337	0.474042	-0.500000	5.130053	
64.064	303.069856	302.265192	101.667705	100.863042	201.402150	302.533413	0.804664	101.131263	0.573514	1.382455	3.338424	0.001915	-0.002628	-0.000356	0.007428	0.402332	-0.500000	5.130053	
65.065	303.022946	302.254145	101.672076	100.903275	201.350870	302.510412	0.768801	101.159542	0.574513	1.381722	3.337957	0.002289	-0.002734	-0.000223	0.007064	0.384400	-0.500000	5.130053	
66.065	303.252768	302.258879	101.897163	100.903275	201.355604	302.590175	0.993888	101.234571	0.572976	1.382924	3.338824	0.001798	-0.002572	-0.000387	0.007034	0.496944	-0.500000	5.130053	
67.065	302.635396	302.250988	101.209452	100.825044	201.425944	302.379124	0.384408	100.953180	0.572515	1.382654	3.337824	0.001518	-0.002528	-0.000505	0.006548	0.192204	-0.500000	5.130053	
68.064	302.601983	302.287287	101.188914	100.874218	201.413069	302.392185	0.314696	100.979116	0.574436	1.382661	3.339758	0.001857	-0.002628	-0.000386	0.006548	0.157348	-0.500000	5.130053	
69.065	302.527844	302.250988	101.157779	100.880923	201.370065	302.343274	0.276856	100.973208	0.573975	1.383158	3.340291	0.002219	-0.002744	-0.000263	0.007003	0.138428	-0.500000	5.130053	
70.068	302.829289	302.263614	101.433188	100.867512	201.396102	302.452172	0.565675	101.056071	0.573514	1.384289	3.342092	0.001670	-0.002514	-0.000422	0.006791	0.282838	-0.500000	5.130053	
71.068	303.062827	302.254145	101.644902	100.836220	201.417925	302.523705	0.808682	101.105781	0.572361	1.384632	3.341625	0.001471	-0.002521	-0.000525	0.006518	0.404341	-0.500000	5.130053	
72.068	302.696549	302.230472	101.300062	100.833985	201.396487	302.385831	0.466078	100.989344	0.573437	1.383527	3.340492	0.002067	-0.002657	-0.000295	0.007034	0.233039	-0.500000	5.130053	
73.069	302.629929	302.241519	101.238041	100.849631	201.391888	302.370989	0.388410	100.979101	0.572822	1.385035	3.342892	0.001950	-0.002705	-0.000378	0.007125	0.194205	-0.500000	5.130053	
74.069	303.015617	302.236784	101.612817	100.833985	201.402800	302.496395	0.778832	101.093596	0.572284	1.386404	3.345093	0.001249	-0.002509	-0.000630	0.006579	0.389416	-0.500000	5.130053	
75.069	302.940080	302.221002	101.600001	100.880923	201.340079	302.460695	0.719078	101.120616	0.572745	1.386574	3.345894	0.001646	-0.002604	-0.000479	0.006094	0.359539	-0.500000	5.130053	
76.069	303.053790	302.243097	101.698321	100.887629	201.355469	302.513328	0.810692	101.157859	0.573360	1.385767	3.344893	0.002324	-0.002722	-0.000199	0.006397	0.405346	-0.500000	5.130053	
77.070	303.180425	302.208377	101.855207	100.883158	201.325219	302.532393	0.972048	101.207174	0.572592	1.386484	3.345560	0.001798	-0.002584	-0.000393	0.006397	0.486024	-0.500000	5.130053	
78.078	303.226136	302.262036	101.807026	100.842925	201.419110	302.583402	0.964101	101.164292	0.572054	1.387520	3.347094	0.001308	-0.002434	-0.000563	0.005639	0.482050	-0.500000	5.130053	
79.071	303.143359	302.250988	101.737531	100.845161	201.405828	302.548445	0.892371	101.142617	0.573437	1.386395	3.346227	0.002219	-0.002596	-0.000189	0.004911	0.446185	-0.500000	5.130053	
80.071	303.077879	302.265192	101.660083	100.847396	201.417796	302.536088	0.812687	101.118291	0.574359	1.385934	3.346227	0.002289	-0.002684	-0.000197	0.005245	0.406344	-0.500000	5.130053	
81.072	303.119412	302.258879	101.732515	100.871983	201.386897	302.545723	0.860532	101.158827	0.572822	1.388270	3.349362	0.001611	-0.002543	-0.000466	0.004851	0.430266	-0.500000	5.130053	
82.072	302.593715	302.280974	101.162372	100.849631	201.431343	302.385221	0.312741	100.953878	0.572515	1.388423	3.349362	0.001296	-0.002453	-0.000579	0.005033	0.156370	-0.500000	5.130053	
83.079	302.496980	302.232050	101.141383	100.876453	201.355597	302.320360	0.264930	100.964763	0.573360	1.387767	3.348895	0.002277	-0.002698	-0.000210	0.005154	0.132465	-0.500000	5.130053	
84.079	302.602818	302.246254	101.246428	100.889864	201.356390	302.365108	0.356564	101.008718	0.573130	1.388383	3.349895	0.002090	-0.002621	-0.000265	0.006943	0.178282	-0.500000	5.130053	
85.073	302.872084	302.252566	101.453503	100.833985	201.418582	302.459072	0.619518	101.040491	0.572284	1.389406	3.351096	0.001366	-0.002412	-0.000523	0.005002	0.309759	-0.500000	5.130053	
86.073	302.858476	302.258879	101.442522	100.842925	201.415954	302.458745	0.599597	101.042791	0.573206	1.389345	3.351896	0.001553	-0.002579	-0.000513	0.005184	0.299798	-0.500000	5.130053	
87.074	302.703171	302.250988	101.355457	100.903275	201.347713	302.401716	0.452182	101.054002	0.573744	1.388776	3.351296	0.002114	-0.002674	-0.000280	0.005669	0.226091	-0.500000	5.130053	
88.080	302.869349	302.247832	101.477853	100.856336	201.391495	302.455004	0.621517	101.063509	0.572054	1.389988	3.352030	0.001518	-0.002599	-0.000540	0.006761	0.310758	-0.500000	5.130053	
89.080	303.048164	302.257301	101.669551	100.878688	201.378613	302.520922	0.790863	101.142309	0.571362	1.391434	3.354231	0.001343	-0.002470	-0.000564	0.005821	0.395432	-0.500000	5.130053	
90.080	302.829736	302.224159	101.484266	100.878688	201.345471	302.426018	0.605578	101.080547	0.573437	1.389730	3.352897	0.001868	-0.002693	-0.000412	0.006336	0.302789	-0.500000	5.130053	
91.076	302.907205	302.247832	101.584999	100.925626	201.322206	302.467623	0.659373	101.145417	0.573206	1.390546	3.354298	0.002067	-0.002691	-0.000312	0.006094	0.329687	-0.500000	5.130053	
92.076	303.176740	302.268348	101.784845	100.876453	201.391896	302.571146	0.908392	101.179250	0.572669	1.391148	3.354965	0.001565	-0.002516	-0.000476	0.005457	0.454196	-0.500000	5.130053	
93.081	303.065346	302.252566	101.662410	100.849631	201.402935	302.523493	0.812779	101.120557	0.571900	1.391599	3.355098	0.001378	-0.002533	-0.000578	0.005700	0.406390	-0.500000	5.130053	
94.081	302.891584	302.216268	101.583061	100.907745	201.308523	302.441373	0.675316	101.132850	0.572976	1.391028	3.355031	0.002383	-0.002662	-0.000140	0.006973	0.337658	-0.500000	5.130053	
95.081	303.020693	302.255723	101.683891	100.918921	201.336802	302.510713	0.764970	101.173911	0.572592	1.391720	3.356032	0.002231	-0.002606	-0.000188	0.006367	0.382485	-0.500000	5.130053	
96.082	303.213144	302.296756	101.797311	100.880923	201.415833	302.602219	0.916388	101.186386	0.572054	1.392656	3.357366	0.001016	-0.002417	-0.000701	0.006215	0.458194	-0.500000	5.130053	
97.082	303.137403	302.258879	101.784033	100.905510	201.353369	302.551720	0.878523	101.198351	0.572899	1.391867	3.356632	0.001822	-0.002601	-0.000390	0.005972	0.439262	-0.500000	5.130053	
98.082	302.351912	302.238363	101.028000	100.914451	201.323912	302.276213	0.113550	100.952300	0.573591	1.391487	3.356565	0.002172	-0.002730	-0.000279	0.006458	0.056775	-0.500000	5.130053	
99.082	302.572736	302.269927	101.197143	100.894334	201.375592	302.370863	0.302809	100.995270	0.571900	1.393100	3.358100	0.001623	-0.002558	-0.000467	0.005700	0.151405	-0.500000	5.130053	
100.082	302.681556	302.265192	101.292817	100.876453	201.388739	302.403980	0.416364	101.015241	0.572208	1.393246	3.358700	0.001378	-0.002492	-0.000557	0.005700	0.208182	-0.500000	5.130053	
101.082	302.606861	302.284130	101.255062	100.932332	201.351799	302.391707	0.322730	101.039909	0.572208	1.393046	3.358300	0.002289	-0.002654	-0.000183	0.006458	0.161365	-0.500000	5.130053	
102.083	302.725490	302.295178	101.344763	100.914451	201.380727	302.438615	0.430313	101.057888	0.572515	1.393659	3.359834	0.002137	-0.002652	-0.000257	0.006700	0.215156	-0.500000	5.130053	
103.083	302.850676	302.288865	101.436029	100.874218	201.414647	302.476135	0.561812	101.061488	0.571132	1.394951	3.361035	0.001366	-0.002524	-0.000579	0.006336	0.280906	-0.500000	5.130053	
104.083	302.799940	302.262036	101.403181	100.865277	201.396759	302.441337	0.537904	101.044578	0.571362	1.394903	3.361168	0.001459	-0.002548	-0.000544	0.006215	0.268952	-0.500000	5.130053	
105.084	302.793280	302.249410	101.473966	100.930097	201.319313	302.430700	0.543870	101.111387	0.572976	1.393896	3.360768	0.002429	-0.002650	-0.000110	0.006852	0.271935	-0.500000	5.130053	
106.084	302.905633	302.292021	101.525827	100.912215	201.379806	302.496559	0.613612	101.116753	0.572361	1.395137	3.362636	0.001810	-0.002596	-0.000393	0.006003	0.306806	-0.500000	5.130053	
107.084	302.959171	302.277817	101.575687	100.894334	201.383483	302.504935	0.681353	101.121452	0.571900	1.395501	3.362902	0.001039	-0.002531	-0.000746	0.005760	0.340677	-0.500000	5.130053	
108.084	302.834898	302.273083	101.489677	100.927861	201.345221	302.460355	0.561815	101.115133	0.572515	1.395294	3.363102	0.001822	-0.002625	-0.000402	0.006670	0.280908	-0.500000	5.130053	
109.085	302.756035	302.269927	101.445262	100.959154	201.310773	302.431963	0.486108	101.121190	0.572822	1.395140	3.363102	0.002722	-0.002739	-0.000009	0.005821	0.243054	-0.500000	5.130053	
110.085	302.972843	302.347258	101.580268	100.954683	201.392575	302.555786	0.625585	101.163212	0.571132	1.396686	3.364503	0.001389	-0.002555	-0.000583	0.005245	0.312792	-0.500000	5.130053	
111.085	303.124334	302.339367	101.719534	100.934567	201.404800	302.601023	0.784967	101.196223	0.570978	1.396529	3.364036	0.001296	-0.002482	-0.000593	0.005033	0.392484	-0.500000	5.130053	
112.086	302.933456	302.299912	101.577051	100.943508	201.356405	302.511093	0.633543	101.154689	0.572208	1.395848	3.363903	0.002312	-0.002667	-0.000177	0.005487	0.316772	-0.500000	5.130053	
113.086	302.993635	302.298334	101.674571	100.979270	201.319064	302.530101	0.695301	101.211037	0.572899	1.395602	3.364103	0.001985	-0.002640	-0.000327	0.006094	0.347650	-0.500000	5.130053	
114.086	303.016739	302.301490	101.649816	100.934567	201.366923	302.539907	0.715249	101.172983	0.571593	1.397389	3.366371	0.001343	-0.002511	-0.000584	0.005639	0.357624	-0.500000	5.130053	
115.086	303.201676	302.295178	101.847770	100.941272	201.353905	302.597344	0.906498	101.243438	0.572131	1.396553	3.365237	0.001553	-0.002516	-0.000482	0.005609	0.453249	-0.500000	5.130053	
116.087	302.879155	302.271505	101.548923	100.941272	201.330232	302.474055	0.607650	101.143822	0.572515	1.396361	3.365237	0.002453	-0.002642	-0.000095	0.006185	0.303825	-0.500000	5.130053	
117.087	303.057981	302.280974	101.747336	100.970329	201.310644	302.539976	0.777007	101.229332	0.572284	1.397110	3.366505	0.001775	-0.002654	-0.000440	0.006336	0.388503	-0.500000	5.130053	
118.095	303.291234	302.348836	101.885905	100.943508	201.405329	302.662969	0.942398	101.257640	0.571593	1.398590	3.368773	0.001086	-0.002448	-0.000681	0.004911	0.471199	-0.500000	5.130053	
119.095	303.208703	302.351993	101.818099	100.961389	201.390604	302.637563	0.856711	101.246959	0.572899	1.397737	3.368372	0.002020	-0.002664	-0.000322	0.005033	0.428355	-0.500000	5.130053	
120.095	303.043652	302.320429	101.709198	100.985976	201.334453	302.561503	0.723223	101.227050	0.572745	1.397713	3.368172	0.002277	-0.002720	-0.000221	0.005487	0.361611	-0.500000	5.130053	
121.088	303.162238	302.339367	101.795435	100.972565	201.366802	302.613657	0.822871	101.246855	0.571439	1.399567	3.370574	0.001915	-0.002541	-0.000313	0.006094	0.411435	-0.500000	5.130053	
122.088	302.540933	302.345680	101.143231	100.947978	201.397702	302.410764	0.195253	101.013062	0.571900	1.398536	3.368973	0.001237	-0.002511	-0.000637	0.006003	0.097627	-0.500000	5.130053	
123.095	302.397148	302.339367	101.083990	101.026208	201.313159	302.358628	0.057781	101.045469	0.568750	1.400445	3.369640	0.002090	-0.002621	-0.000265	0.005912	0.028891	-0.500000	5.130053	
124.096	301.758030	302.292021	100.478806	101.012797	201.279224	302.114024	-0.533991	100.834800	0.566522	1.401626	3.369773	0.002137	-0.002698	-0.000280	0.006003	-0.266996	-0.500000	5.130053	
125.096	302.125909	302.325163	100.780016	100.979270	201.345893	302.258745	-0.199254	100.912852	0.566061	1.402490	3.371041	0.001331	-0.002468	-0.000568	0.005942	-0.099627	-0.500000	5.130053	
126.096	302.304330	302.336211	100.927273	100.959154	201.377057	302.325584	-0.031881	100.948527	0.565753	1.402711	3.371174	0.001565	-0.002470	-0.000453	0.005942	-0.015940	-0.500000	5.130053	
127.097	302.248856	302.304647	100.934655	100.990446	201.314201	302.286050	-0.055791	100.971849	0.566061	1.402323	3.370707	0.002196	-0.002659	-0.000232	0.006639	-0.027895	-0.500000	5.130053	
128.096	302.381448	302.315694	101.062905	100.997151	201.318543	302.337612	0.065754	101.019069	0.566291	1.402708	3.371708	0.002114	-0.002584	-0.000235	0.007367	0.032877	-0.500000	5.130053	
129.096	302.605960	302.340945	101.206287	100.941272	201.399673	302.429283	0.265014	101.029610	0.565830	1.403706	3.373242	0.001214	-0.002463	-0.000624	0.006458	0.132507	-0.500000	5.130053	
130.098	302.500768	302.339367	101.151847	100.990446	201.348921	302.393167	0.161401	101.044246	0.565139	1.404119	3.373376	0.001681	-0.002633	-0.000476	0.006003	0.080700	-0.500000	5.130053	
131.099	302.343334	302.301490	101.007702	100.965859	201.335631	302.315438	0.041843	100.979807	0.567444	1.402299	3.372042	0.002289	-0.002737	-0.000224	0.006761	0.020922	-0.500000	5.130053	
132.099	302.464803	302.309381	101.121281	100.965859	201.343522	302.361189	0.155422	101.017666	0.565984	1.403696	3.373376	0.001506	-0.002502	-0.000498	0.006609	0.077711	-0.500000	5.130053	
133.099	302.725520	302.340945	101.372785	100.988211	201.352735	302.469137	0.384574	101.116402	0.565292	1.404342	3.373976	0.001062	-0.002468	-0.000703	0.006033	0.192287	-0.500000	5.130053	
134.099	302.631783	302.348836	101.251042	100.968094	201.380742	302.443152	0.282947	101.062410	0.566675	1.403650	3.373976	0.001786	-0.002599	-0.000406	0.006700	0.141474	-0.500000	5.130053	
135.100	302.513711	302.320429	101.172552	100.979270	201.341159	302.384856	0.193282	101.043697	0.566675	1.403984	3.374643	0.001716	-0.002669	-0.000476	0.006700	0.096641	-0.500000	5.130053	
136.100	302.751593	302.325163	101.376643	100.950213	201.374950	302.467307	0.426430	101.092356	0.565139	1.405553	3.376246	0.001249	-0.002524	-0.000637	0.006124	0.213215	-0.500000	5.130053	
137.100	302.760150	302.345680	101.375859	100.961389	201.384291	302.483837	0.414470	101.099546	0.566061	1.405159	3.376379	0.001471	-0.002468	-0.000498	0.005791	0.207235	-0.500000	5.130053	
138.101	302.729425	302.348836	101.364329	100.983740	201.365096	302.475699	0.380588	101.110603	0.567981	1.404233	3.376447	0.002044	-0.002705	-0.000331	0.005002	0.190294	-0.500000	5.130053	
139.101	302.638584	302.307803	101.330167	100.999386	201.308417	302.418063	0.330781	101.109647	0.566214	1.405385	3.376985	0.002184	-0.002625	-0.000221	0.006185	0.165390	-0.500000	5.130053	
